Designator,Mid X,Mid Y,Layer,Rotation
D39,80.65,111.76,Top,270.0
D40,80.65,115.57,Top,270.0
D41,80.65,119.38,Top,270.0
D42,73.03,107.95,Top,270.0
D43,73.03,111.76,Top,270.0
D44,73.03,115.57,Top,270.0
D45,73.03,119.38,Top,270.0
D46,65.41,107.95,Top,270.0
D47,65.41,111.76,Top,270.0
D48,65.41,115.57,Top,270.0
D49,65.41,119.38,Top,270.0
D50,57.79,111.76,Top,270.0
D51,57.79,115.57,Top,270.0
D52,57.79,119.38,Top,270.0
D53,49.53,107.95,Top,270.0
D54,49.53,111.76,Top,270.0
D55,49.53,115.57,Top,270.0
D56,49.53,119.38,Top,270.0
D57,41.91,107.95,Top,270.0
D58,41.91,111.76,Top,270.0
D59,41.91,115.57,Top,270.0
D60,41.91,119.38,Top,270.0
D61,34.93,107.95,Top,270.0
D62,34.93,111.76,Top,270.0
D63,34.93,115.57,Top,270.0
D64,34.93,119.38,Top,270.0
D65,27.30,107.95,Top,270.0
D66,27.30,111.76,Top,270.0
D67,27.30,115.57,Top,270.0
D68,27.30,119.38,Top,270.0
D69,19.69,107.95,Top,270.0
D70,19.69,111.76,Top,270.0
D71,19.69,115.57,Top,270.0
D72,19.69,119.38,Top,270.0
D73,11.43,107.95,Top,270.0
D74,11.43,111.76,Top,270.0
D75,11.43,115.57,Top,270.0
D76,11.43,119.38,Top,270.0
D77, 3.81,107.95,Top,90.0
D78, 3.81,111.76,Top,90.0
D79, 3.81,115.57,Top,90.0
D80, 3.81,119.38,Top,90.0
D81,80.65,52.71,Top,0.0
D82,80.65,50.16,Top,0.0
D83,80.65,47.63,Top,0.0
D84,80.65,42.55,Top,0.0
D85,80.65,45.09,Top,0.0
D86,102.87,51.44,Top,0.0
D87,113.03,51.44,Top,0.0
D88,102.87,38.73,Top,0.0
D89,92.71,51.44,Top,0.0
D90,113.03,38.73,Top,0.0
D91,20.32, 9.53,Top,180.0
D92,20.32, 6.99,Top,180.0
D93,20.32, 4.45,Top,180.0
D94,20.32, 1.91,Top,180.0
GAME_INTERFACE,71.12,160.02,Top,0.0
I2C_1,40.01,36.20,Top,180.0
I2C_2, 7.62,36.83,Top,180.0
IC1,151.13,149.86,Top,180.0
IC2,99.06,16.51,Top,0.0
IC3,143.51,149.86,Top,180.0
IC4,135.89,149.86,Top,180.0
IC5,128.27,149.86,Top,180.0
IC6,120.65,149.86,Top,180.0
IC7,113.03,149.86,Top,180.0
IC8,105.41,149.86,Top,180.0
IC9,97.79,149.86,Top,180.0
IC10,90.17,149.86,Top,180.0
IC11,82.55,149.86,Top,180.0
IC12,74.93,149.86,Top,180.0
IC13,67.31,149.86,Top,180.0
IC14,59.69,149.86,Top,180.0
IC15,52.07,149.86,Top,180.0
IC16,44.45,149.86,Top,180.0
IC17,36.83,149.86,Top,180.0
IC18,29.21,149.86,Top,180.0
IC19,21.59,149.86,Top,180.0
IC20,13.97,149.86,Top,180.0
IC21, 6.35,149.86,Top,180.0
IC22,109.22,16.51,Top,90.0
IC23,88.90,16.51,Top,90.0
J1,130.18,158.75,Top,90.0
JP1,140.34,158.75,Top,90.0
JP2, 7.62,44.45,Top,0.0
JTAG, 8.89,52.07,Top,0.0
LEDARRAY,109.22,158.75,Top,180.0
NEBULA_A,140.34,81.92,Top,90.0
NEBULA_B,109.22,81.92,Top,90.0
NEBULA_C,78.74,81.92,Top,90.0
NEBULA_D,48.26,81.92,Top,90.0
NEBULA_E,17.14,81.92,Top,90.0
NEBULA_F,125.73,67.95,Top,90.0
NEBULA_G,64.77,67.95,Top,90.0
NEBULA_H,33.66,67.95,Top,90.0
POWER_IN,105.41, 5.08,Top,180.0
R1,147.32,145.42,Top,270.0
R2,139.70,145.42,Top,270.0
R3,151.13,107.95,Top,270.0
R4,151.13,111.76,Top,270.0
R5,151.13,115.57,Top,270.0
R6,151.13,119.38,Top,270.0
R7,143.51,107.95,Top,270.0
R8,143.51,111.76,Top,270.0
R9,143.51,115.57,Top,270.0
R10,143.51,119.38,Top,270.0
R11,135.89,107.95,Top,270.0
R12,135.89,111.76,Top,270.0
R13,135.89,115.57,Top,270.0
R14,135.89,119.38,Top,270.0
R15,128.27,107.95,Top,270.0
R16,128.27,111.76,Top,270.0
R17,128.27,115.57,Top,270.0
R18,128.27,119.38,Top,270.0
R19,120.65,107.95,Top,270.0
R20,120.65,111.76,Top,270.0
R21,120.65,115.57,Top,270.0
R22,120.65,119.38,Top,270.0
R23,113.03,107.95,Top,270.0
R24,113.03,111.76,Top,270.0
R25,113.03,115.57,Top,270.0
R26,89.54, 3.18,Top,180.0
R27,89.54, 5.71,Top,180.0
R28,113.03,119.38,Top,270.0
R29,105.41,107.95,Top,270.0
R30,105.41,111.76,Top,270.0
R31,105.41,115.57,Top,270.0
R32,105.41,119.38,Top,270.0
R33,97.79,107.95,Top,270.0
R34,97.79,111.76,Top,270.0
R35,97.79,115.57,Top,270.0
R36,97.79,119.38,Top,270.0
R37,90.17,107.95,Top,270.0
R38,90.17,111.76,Top,270.0
R39,90.17,115.57,Top,270.0
R40,90.17,119.38,Top,270.0
R41,82.55,107.95,Top,270.0
R42,82.55,111.76,Top,270.0
R43,82.55,115.57,Top,270.0
R44,82.55,119.38,Top,270.0
R45,74.93,107.95,Top,270.0
R46,74.93,111.76,Top,270.0
R47,74.93,115.57,Top,270.0
R48,74.93,119.38,Top,270.0
R49,67.31,107.95,Top,270.0
R50,67.31,111.76,Top,270.0
R51,67.31,115.57,Top,270.0
R52,67.31,119.38,Top,270.0
R53,59.69,107.95,Top,270.0
R54,154.94,141.61,Top,90.0
R55,147.32,141.61,Top,90.0
R56,139.70,141.61,Top,90.0
R57,132.08,141.61,Top,90.0
R58,124.46,141.61,Top,90.0
R59,116.84,141.61,Top,90.0
R60,109.22,141.61,Top,90.0
R61,101.60,141.61,Top,90.0
R62,93.98,141.61,Top,90.0
R63,86.36,141.61,Top,90.0
R64,78.74,141.61,Top,90.0
R65,71.12,141.61,Top,90.0
R66,59.69,111.76,Top,270.0
R67,135.89,158.75,Top,90.0
R68,147.32,158.75,Top,270.0
R69,59.69,115.57,Top,270.0
R70,59.69,119.38,Top,270.0
R71,51.44,107.95,Top,270.0
R72,51.44,111.76,Top,270.0
R73,51.44,115.57,Top,270.0
R74,51.44,119.38,Top,270.0
R75,43.82,107.95,Top,270.0
R76,43.82,111.76,Top,270.0
R77,43.82,115.57,Top,270.0
R78,43.82,119.38,Top,270.0
R79,36.83,107.95,Top,270.0
R80,36.83,111.76,Top,270.0
R81,36.83,115.57,Top,270.0
R82,36.83,119.38,Top,270.0
R83,63.50,141.61,Top,270.0
R84,55.88,141.61,Top,270.0
R85,48.26,141.61,Top,270.0
R86,40.64,141.61,Top,270.0
R87,29.21,107.95,Top,270.0
R88,29.21,111.76,Top,270.0
R89,29.21,115.57,Top,270.0
R90,29.21,119.38,Top,270.0
R91,21.59,107.95,Top,270.0
R92,21.59,111.76,Top,270.0
R93,21.59,115.57,Top,270.0
R94,21.59,119.38,Top,270.0
R95,13.34,107.95,Top,270.0
R96,13.34,111.76,Top,270.0
R97,13.34,115.57,Top,270.0
R98,13.34,119.38,Top,270.0
R99, 5.71,107.95,Top,270.0
R100, 5.71,111.76,Top,270.0
R101, 5.71,115.57,Top,270.0
R102, 5.71,119.38,Top,270.0
R103,33.02,141.61,Top,90.0
R104,25.40,141.61,Top,90.0
R105,17.78,141.61,Top,90.0
R106,10.16,141.61,Top,90.0
R107,132.08,145.42,Top,270.0
R108,124.46,145.42,Top,270.0
R109,116.84,145.42,Top,270.0
R110,109.22,145.42,Top,270.0
R111,101.60,145.42,Top,270.0
R112,93.98,145.42,Top,270.0
R113,86.36,145.42,Top,270.0
R114,78.74,145.42,Top,270.0
R115,71.12,145.42,Top,270.0
R116,63.50,145.42,Top,270.0
R117,55.88,145.42,Top,270.0
R118,48.26,145.42,Top,270.0
R119,40.64,145.42,Top,270.0
R120,33.02,145.42,Top,270.0
R121,25.40,145.42,Top,270.0
R122,17.78,145.42,Top,270.0
R123,10.16,145.42,Top,270.0
R124, 2.54,145.42,Top,270.0
R125,76.84,52.71,Top,0.0
R126,76.84,50.16,Top,0.0
R127,76.84,47.63,Top,0.0
R128,76.84,45.09,Top,0.0
R129,76.84,42.55,Top,0.0
R130,16.51, 9.53,Top,180.0
R131,16.51, 6.99,Top,180.0
R132,16.51, 4.45,Top,180.0
R133,92.71,53.98,Top,0.0
R134,113.03,41.27,Top,0.0
R135,102.87,41.27,Top,0.0
R136,113.03,53.98,Top,0.0
R137,102.87,53.98,Top,0.0
R138,144.15,158.75,Top,270.0
R139,16.51, 1.91,Top,180.0
R140,154.94,137.80,Top,90.0
R141,154.94,133.99,Top,90.0
R142,154.94,130.18,Top,90.0
R143,154.94,126.37,Top,90.0
R144,147.32,137.80,Top,90.0
R145,147.32,133.99,Top,90.0
R146,147.32,130.18,Top,90.0
R147,147.32,126.37,Top,90.0
R148,139.70,137.80,Top,90.0
R149,139.70,133.99,Top,90.0
R150,139.70,130.18,Top,90.0
R151,139.70,126.37,Top,90.0
R152,132.08,137.80,Top,90.0
R153,132.08,133.99,Top,90.0
R154,132.08,130.18,Top,90.0
R155,132.08,126.37,Top,90.0
R156,124.46,137.80,Top,90.0
R157,124.46,133.99,Top,90.0
R158,124.46,130.18,Top,90.0
R159,124.46,126.37,Top,90.0
R160,116.84,137.80,Top,90.0
R161,116.84,133.99,Top,90.0
R162,116.84,130.18,Top,90.0
R163,116.84,126.37,Top,90.0
R164,109.22,137.80,Top,90.0
R165,109.22,133.99,Top,90.0
R166,109.22,130.18,Top,90.0
R167,109.22,126.37,Top,90.0
R168,101.60,137.80,Top,90.0
R169,101.60,133.99,Top,90.0
R170,101.60,130.18,Top,90.0
R171,101.60,126.37,Top,90.0
R172,93.98,137.80,Top,90.0
R173,93.98,133.99,Top,90.0
R174,93.98,130.18,Top,90.0
R175,93.98,126.37,Top,90.0
R176,86.36,137.80,Top,90.0
R177,86.36,133.99,Top,90.0
R178,86.36,130.18,Top,90.0
R179,86.36,126.37,Top,90.0
R180,78.74,137.80,Top,90.0
R181,78.74,133.99,Top,90.0
R182,78.74,130.18,Top,90.0
R183,78.74,126.37,Top,90.0
R184,71.12,137.80,Top,90.0
R185,71.12,133.99,Top,90.0
R186,71.12,130.18,Top,90.0
R187,71.12,126.37,Top,90.0
R188,63.50,137.80,Top,90.0
R189,63.50,133.99,Top,90.0
R190,63.50,130.18,Top,90.0
R191,63.50,126.37,Top,90.0
R192,48.26,137.80,Top,90.0
R193,55.88,137.80,Top,90.0
R194,55.88,133.99,Top,90.0
R195,55.88,130.18,Top,90.0
R196,55.88,126.37,Top,90.0
R197,48.26,133.99,Top,90.0
R198,48.26,130.18,Top,90.0
R199,48.26,126.37,Top,90.0
R200,40.64,137.80,Top,90.0
R201,40.64,133.99,Top,90.0
R202,40.64,130.18,Top,90.0
R203,40.64,126.37,Top,90.0
R204,33.02,137.80,Top,90.0
R205,33.02,133.99,Top,90.0
R206,33.02,130.18,Top,90.0
R207,33.02,126.37,Top,90.0
R208,25.40,137.80,Top,90.0
R209,25.40,133.99,Top,90.0
R210,25.40,130.18,Top,90.0
R211,25.40,126.37,Top,90.0
R212,17.78,137.80,Top,90.0
R213,17.78,133.99,Top,90.0
R214,17.78,130.18,Top,90.0
R215,17.78,126.37,Top,90.0
R216,10.16,137.80,Top,90.0
R217,10.16,133.99,Top,90.0
R218,10.16,130.18,Top,90.0
R219,10.16,126.37,Top,90.0
S1,102.87,46.36,Top,0.0
S2,113.03,46.36,Top,0.0
S3,102.87,33.66,Top,0.0
S4,113.03,33.66,Top,0.0
S5,92.71,46.36,Top,0.0
STAR_1,150.50,135.89,Top,90.0
STAR_2,142.88,135.89,Top,90.0
STAR_3,135.25,135.89,Top,90.0
STAR_4,127.64,135.89,Top,90.0
STAR_5,120.02,135.89,Top,90.0
STAR_6,112.40,135.89,Top,90.0
STAR_7,104.78,135.89,Top,90.0
STAR_8,97.16,135.89,Top,90.0
STAR_9,89.54,135.89,Top,90.0
STAR_10,81.92,135.89,Top,90.0
STAR_11,74.30,135.89,Top,90.0
STAR_12,66.67,135.89,Top,90.0
STAR_13,59.05,135.89,Top,90.0
STAR_14,51.44,135.89,Top,90.0
STAR_15,43.82,135.89,Top,90.0
STAR_16,36.20,135.89,Top,90.0
STAR_17,28.58,135.89,Top,90.0
STAR_18,20.96,135.89,Top,90.0
STAR_19,13.34,135.89,Top,90.0
STAR_20, 5.71,135.89,Top,90.0
U$1,64.77,17.14,Top,0.0
ULN2,98.43,67.95,Top,180.0
ULN3,141.61,96.52,Top,0.0
ULN4,127.00,96.52,Top,0.0
ULN5,111.76,96.52,Top,0.0
ULN6,96.52,96.52,Top,0.0
ULN7,81.28,96.52,Top,0.0
ULN8,66.04,96.52,Top,0.0
ULN9,50.16,96.52,Top,0.0
ULN10,35.56,96.52,Top,0.0
ULN11,20.32,96.52,Top,0.0
ULN12, 4.45,96.52,Top,0.0
